Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1987,Tim Peoples,Washington,FS,72.5,200,9.5,32.75,,4.55,,29,112,4.44,,11.82
1987,Victor Perry,Georgia,OT,76.6,281,9.5,32,,5.22,,27.5,99,4.81,,
1987,Bob Perryman,Michigan,FB,72.8,234,9.25,31.75,,,15,29,108,4.34,,11.99
1987,Phil Pettey,Missouri,OG,75.5,260,9.75,31.75,,5.27,17,23,100,4.54,,
1987,Tim Pidgeon,Syracuse,OLB,71.1,231,10,29,,4.69,22,30,111,4.02,,11.26
1987,Chris Pike,Tulsa (OK),DT,78.9,292,9.25,34.25,,,31,,,,,
1987,Bruce Plummer,Mississippi State,SS,71.9,196,8.75,30.25,,4.57,,29.5,118,4.17,,11.76
1987,Kerry Porter,Washington State,RB,73.6,209,9.5,31.75,,4.47,9,32.5,118,4.18,,11.48
1987,Tommy Powell,Auburn,SS,70,186,9,30,,,11,,,,,
1987,Gregg Rakoczy,Miami (FL),C,77.8,290,9.75,32.5,,5.41,15,24.5,93,4.34,,
1987,Bill Ransdell,Kentucky,QB,73.5,204,,,,4.96,10,24,99,4.22,,
1987,Albert Reese,Southern Methodist (TX),TE,75.3,254,10.75,33,,4.99,,28.5,107,4.42,,12.09
1987,Jerry Reese,Illinois,TE,73.3,229,9.25,31.5,,4.73,14,27.5,107,4.37,,11.73
1987,Mike Reid,Wisconsin,ILB,73.3,230,9.75,30.25,,4.85,17,28,112,4.41,,11.68
1987,Carlos Reviez,Tennessee,K,68.4,189,9.25,28.75,,5.1,10,22,96,4.47,,
1987,Ricky Reynolds,Washington State,CB,71.6,182,8.75,29.5,,4.48,16,30.5,118,4.17,,11.03
1987,Craig Richardson,Eastern Washington,WR,71.3,185,,,,4.62,14,34.5,119,4.35,,11.52
1987,Greg Richardson,Alabama,WR,67.3,164,,,,4.35,1,28,113,4.21,,11.54
1987,Doug Riesenberg,California,OT,78,261,9.75,32.5,,5.14,21,21.5,99,4.43,,
1987,Jim Riggs,Clemson,TE,77,245,10,32.25,,4.78,18,25.5,100,4.34,,12.08
1987,Bob Riley,Indiana,OT,77,284,10,33.5,,5.22,24,24,100,4.5,,
1987,Garland Rivers,Michigan,CB,73,185,8.75,29.5,,,,,,,,
1987,Reggie Rogers,Washington,DE,78.3,268,9.5,34.25,,4.76,,29,103,4.91,,
1987,Henry Rolling,Nevada Las Vegas,OLB,73.5,211,9,32,,4.64,20,36.5,119,4.42,,12.03
1987,Rod Saddler,Texas A&M,DE,77.3,276,9.75,31.5,,4.99,16,30.5,114,4.68,,
1987,Scott Schwedes,Syracuse,WR,71.5,174,,,,4.47,,33.5,116,4.16,,11.06
1987,Patrick Scott,Grambling State (LA),WR,69.4,173,,,,4.75,,31.5,116,4.34,,11.42
1987,Colin Scotts,Hawaii,DE,77.5,264,10,33.75,,4.89,,27,111,4.41,,
1987,Leon Seals,Jackson State (MS),DE,76.9,263,9,32.25,,5.05,10,22.5,101,4.79,,
1987,John Settle,Appalachian State (NC),RB,69.3,207,8.75,30.5,,4.75,10,29,112,4.51,,12.14
1987,Mike Shula,Alabama,QB,74,201,,,,5.13,2,26.5,99,4.49,,
1987,Mike Simmonds,Indiana State,OG,75.9,281,9.5,32.5,,5.28,27,25.5,99,4.55,,
1987,Ed Simmons,Eastern Washington,OT,76.1,292,9,34.25,,5.33,24,26.5,102,4.9,,
1987,Edwin Simmons,Texas,RB,75.3,237,10,34.5,,4.54,12,34,123,4.77,,12.63
1987,Victor Simmons,Central State (OH),OLB,72,244,8.5,32,,4.86,27,28.5,110,4.6,,12.77
1987,Brian Siverling,Penn State,TE,78.5,252,10,32.25,,4.94,6,29,99,4.61,,12.3
1987,Elton Slater,Southwestern Louisiana,CB,69.8,193,9.5,29.75,,4.59,7,26,116,4.16,,11.65
1987,Al Smith,Utah State,OLB,72.3,228,8.75,31.25,,4.66,24,26,111,4.5,,12.58
1987,Don Smith,Mississippi State,RB,71.3,199,,,,4.67,11,30,114,,,
1987,Sean Smith,Grambling State (LA),DE,76.3,273,9.25,31.5,,,,,,,,
1987,Steve Smith,Penn State,RB,72.9,244,10.75,31,,,12,,,,,
1987,Timmy Smith,Texas Tech,RB,70.6,216,9,27.75,,,10,,,,,
1987,Loren Snyder,Northern Colorado,QB,75.6,207,,,,5.15,6,26.5,104,4.63,,
1987,Tyrone Sorrells,Georgia Tech,OG,75.8,265,9.75,32,,4.82,18,30.5,114,5.05,,
1987,Chris Spachman,Nebraska,DE,76.6,242,9,32.5,,5.01,11,26.5,109,4.4,,
1987,Jason Stargel,Cincinnati,WR,74.3,186,,,,4.64,5,30.5,114,4.36,,11.94
1987,Kelly Stouffer,Colorado State,QB,75,212,,,,4.95,,28,108,4.51,,
1987,Troy Stradford,Boston College,RB,68.8,192,,,,4.65,,31,116,4.55,,11.18
1987,Wilbur Strozier,Georgia,OG,75.8,273,9.75,32.5,,,29,,,,,
1987,George Swarn,Miami (OH),RB,70.8,205,8.5,32.25,,4.6,16,33.5,121,4.25,,11.34
1987,Kevin Sweeney,Frenso State (CA),QB,71.3,187,,,,,,,,,,
1987,Ben Tamburello,Auburn,C,74.5,264,10.25,30.5,,5.03,20,28,108,4.59,,
1987,Gene Taylor,Frenso State (CA),WR,74.3,189,,,,4.54,10,30.5,127,4.32,,12.26
1987,Kitrick Taylor,Washington State,WR,70.8,178,,,,4.55,2,31,123,4.21,,11.19
1987,Derek Tennell,UCLA,TE,76.3,243,9,32.25,,4.7,17,32,117,4.61,,12.27
1987,Vinny Testaverde,Miami (FL),QB,76.3,213,10,33.5,,4.75,13,,,,,
1987,Eric Thomas,Tulane (LA),CB,70.3,171,8.25,30.75,,4.38,7,35,126,4.22,,11.58
1987,Henry Thomas,Louisiana State,DT,73.8,268,10,32.25,,4.95,18,27,98,4.67,,
1987,Jeff Tiefenthaler,South Dakota State,WR,73,181,,,,4.67,11,24,105,,,
1987,Van Tiffin,Alabama,K,68.6,155,9,28.25,,4.9,,22.5,100,4.65,,
1987,Spencer Tillman,Oklahoma,RB,70.4,202,9.25,29,,4.58,18,27,103,4.21,,11.51
1987,Steve Trapilo,Boston College,OG,76.5,284,10.25,32.5,,5.22,26,23.5,97,4.91,,
1987,Odessa Turner,Northwestern State (LA),WR,74.9,205,,,,4.53,10,31,116,4.25,,11.32
1987,Ralph Van Dyke,Southern Illinois,OT,77.8,262,9,32.75,,5.28,21,24.5,99,4.94,,
1987,Jeff Van Raaphorst,Arizona State,QB,73,206,,,,4.83,8,24,106,4.41,,
1987,Roger Vick,Texas A&M,FB,74.5,223,10.5,31,,4.61,12,34,119,4.25,,11.61
1987,Danny Villa,Arizona State,OT,77,309,9,33,,5.5,21,22.5,92,4.78,,
1987,Jeff Ward,Texas,K,68.9,171,8.5,27.75,,4.78,,24.5,103,4.38,,
1987,Jim Warne,Arizona State,OT,78.5,307,9.5,35,,5.52,,22,89,5,,
1987,Arthur Wells,Grambling State (LA),TE,75.8,236,9.5,31.25,,4.82,13,28,101,4.82,,12.57
1987,Tom Welter,Nebraska,OT,76.4,274,9.75,31.75,,5.23,13,27,87,5.04,,
1987,Adrian White,Florida,SS,71.5,198,9.75,31,,,17,,,,,
1987,Bobby White,Penn State,DT,74.3,246,10.25,32.25,,4.87,18,26,109,4.41,,
1987,Gerald White,Michigan,FB,71.4,220,9.5,31,,,,28,104,4.49,,11.8
1987,Solomon Wilcots,Colorado,CB,70.3,186,8.5,30.75,,4.6,11,31.5,118,4.4,,11.67
1987,Bruce Wilkerson,Tennessee,OT,77,280,9.25,32.75,,,17,,,,,
1987,Brian Williams,Central Michigan,OT,78.9,293,9.5,33,,5.48,14,22,91,5,,
1987,Maurice Williams,Virginia Tech,RB,71.5,213,7.5,31,,4.77,13,28,104,4.57,,12.37
1987,Perry Williams,Clemson,CB,73,203,8,30.5,,4.67,8,29,103,4.21,,11.48
1987,Karl Wilson,Louisiana State,DE,76.5,258,9.5,32.5,,4.96,,25,111,4.56,,
1987,Frank Winters,Western Illinois,C,75,273,9.25,32.25,,5.1,20,25.5,100,4.79,,
1987,Carl Woods,Vanderbilt,RB,71,198,9.75,30.5,,4.6,11,27.5,106,4.19,,11.82
1987,Tony Woods,Pittsburgh,DE,74.8,249,10,34,,4.85,18,29,115,4.55,,11.82
1987,Rod Woodson,Purdue,CB,72,202,10.5,31,,4.33,10,36,125,3.98,,10.92
1987,John Wooldridge,Ohio State,RB,68.4,193,,,,,,,,,,
1987,David Wyman,Stanford,ILB,74,235,9.5,31.25,,4.79,23,29,118,4.3,,11.78
1987,Theo Young,Arkansas,TE,74,231,9,34,,4.89,9,30,107,4.2,,11.71
1987,Jeff Zimmerman,Florida,OG,75.4,341,9,33.5,,5.36,22,22.5,,4.83,,
,,,,,,,,,,,,,,,,
,Player_Id,Year,Rnd,Pick,Tm,Player,HOF,Pos,Position Standard,First4AV,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TDs,Rec,Rec_Yds,Rec_Tds,Tkl,Def_Int,Sk,College/Univ,
2015Jameis Winston,WinsJa00,2015,1,1,TAM,Jameis Winston,No,QB,QB,13,21,2016,0,1,2,13,13,26,540,913,6722,42,25,86,311,7,,,,,,,Florida St.,
2015Marcus Mariota,MariMa01,2015,1,2,TEN,Marcus Mariota,No,QB,QB,9,21,2016,0,0,2,9,9,23,458,725,5590,42,18,79,516,4,1,41,1,,,,Oregon,
2015Dante Fowler,FowlDa00,2015,1,3,JAX,Dante Fowler,No,OLB,LB,0,21,2016,0,0,0,0,0,10,,,,,,,,,,,,16,,2.5,Florida,
2015Amari Cooper,CoopAm00,2015,1,4,OAK,Amari Cooper,No,WR,WR,9,21,2016,0,1,1,9,9,26,,,,,,3,-3,0,134,1970,9,,,,Alabama,
2015Brandon Scherff,ScheBr00,2015,1,5,WAS,Brandon Scherff,No,T,T,7,23,2016,0,0,2,7,7,27,,,,,,,,,,,,,,,Iowa,
2015Leonard Williams,WillLe02,2015,1,6,NYJ,Leonard Williams,No,DE,DE,9,21,2016,0,0,2,9,9,26,,,,,,,,,,,,56,,9,USC,
2015Kevin White,WhitKe00,2015,1,7,CHI,Kevin White,No,WR,WR,0,23,2016,0,0,0,0,0,4,,,,,,1,9,0,19,187,0,,,,West Virginia,
2015Vic Beasley,BeasVi00,2015,1,8,ATL,Vic Beasley,No,OLB,LB,7,23,2016,0,0,1,7,7,26,,,,,,,,,,,,44,1,13.5,Clemson,
2015Ereck Flowers,FlowEr00,2015,1,9,NYG,Ereck Flowers,No,T,T,9,21,2016,0,0,2,9,9,25,,,,,,,,,1,-11,0,,,,Miami (FL),
2015Todd Gurley,GurlTo01,2015,1,10,STL,Todd Gurley,No,RB,RB,8,21,2016,0,1,2,8,8,23,,,,,,416,1697,14,47,390,0,,,,Georgia,
2015Trae Waynes,WaynTr00,2015,1,11,MIN,Trae Waynes,No,CB,DB,1,23,2016,0,0,0,1,1,26,,,,,,,,,,,,54,2,,Michigan St.,
2015Danny Shelton,ShelDa01,2015,1,12,CLE,Danny Shelton,No,NT,DT,6,22,2016,0,0,2,6,6,27,,,,,,,,,,,,42,,1.5,Washington,
2015Andrus Peat,PeatAn00,2015,1,13,NOR,Andrus Peat,No,T,T,6,21,2016,0,0,0,6,6,21,,,,,,,,,,,,,,,Stanford,
2015DeVante Parker,ParkDe01,2015,1,14,MIA,DeVante Parker,No,WR,WR,3,22,2016,0,0,0,3,3,24,,,,,,,,,64,979,5,,,,Louisville,
2015Melvin Gordon,GordMe00,2015,1,15,SDG,Melvin Gordon,No,RB,RB,5,22,2016,0,0,1,5,5,24,,,,,,401,1479,9,66,538,2,,,,Wisconsin,
2015Kevin Johnson,JohnKe04,2015,1,16,HOU,Kevin Johnson,No,CB,DB,5,23,2016,0,0,0,5,5,22,,,,,,,,,,,,65,1,,Wake Forest,
2015Arik Armstead,ArmsAr01,2015,1,17,SFO,Arik Armstead,No,DT,DT,1,21,2016,0,0,0,1,1,24,,,,,,,,,,,,23,,4.5,Oregon,
2015Marcus Peters,PeteMa00,2015,1,18,KAN,Marcus Peters,No,CB,DB,11,22,2016,0,1,1,11,11,25,,,,,,,,,,,,79,13,,Washington,
2015Cameron Erving,ErviCa00,2015,1,19,CLE,Cameron Erving,No,C,C,2,23,2016,0,0,0,2,2,24,,,,,,,,,,,,,,,Florida St.,
2015Nelson Agholor,AghoNe00,2015,1,20,PHI,Nelson Agholor,No,WR,WR,2,22,2016,0,0,1,2,2,23,,,,,,1,5,0,50,547,2,,,,USC,
2015Cedric Ogbuehi,OgbuCe00,2015,1,21,CIN,Cedric Ogbuehi,No,T,T,0,23,2016,0,0,1,0,0,15,,,,,,,,,,,,,,,Texas A&M,
2015Bud Dupree,DuprAl00,2015,1,22,PIT,Bud Dupree,No,OLB,LB,3,22,2016,0,0,0,3,3,18,,,,,,,,,,,,19,,4,Kentucky,
2015Shane Ray,RayxSh00,2015,1,23,DEN,Shane Ray,No,DE,DE,2,22,2016,0,0,0,2,2,24,,,,,,,,,,,,33,,8,Missouri,
2015D.J. Humphries,HumpD.00,2015,1,24,ARI,D.J. Humphries,No,T,T,0,21,2016,0,0,1,0,0,10,,,,,,,,,,,,,,,Florida,
2015Shaq Thompson,ThomSh01,2015,1,25,CAR,Shaq Thompson,No,OLB,LB,5,21,2016,0,0,1,5,5,22,,,,,,,,,,,,48,,1,Washington,
2015Breshad Perriman,PerrBr02,2015,1,26,BAL,Breshad Perriman,No,WR,WR,0,22,2016,0,0,0,0,0,10,,,,,,1,2,0,20,280,1,,,,Central Florida,
2015Byron Jones,JoneBy00,2015,1,27,DAL,Byron Jones,No,CB,DB,4,23,2016,0,0,1,4,4,27,,,,,,,,,,,,92,,,Connecticut,
2015Laken Tomlinson,TomlLa01,2015,1,28,DET,Laken Tomlinson,No,G,G,7,23,2016,0,0,1,7,7,27,,,,,,,,,,,,,,,Duke,
2015Phillip Dorsett,DorsPh00,2015,1,29,IND,Phillip Dorsett,No,WR,WR,2,22,2016,0,0,0,2,2,21,,,,,,4,20,0,42,620,2,,,,Miami (FL),
2015Damarious Randall,RandDa00,2015,1,30,GNB,Damarious Randall,No,FS,DB,5,23,2016,0,0,0,5,5,19,,,,,,,,,,,,66,4,,Arizona St.,
2015Stephone Anthony,AnthSt00,2015,1,31,NOR,Stephone Anthony,No,ILB,LB,6,23,2016,0,0,1,6,6,23,,,,,,,,,,,,74,1,1,Clemson,
2015Malcom Brown,BrowMa01,2015,1,32,NWE,Malcom Brown,No,DT,DT,7,21,2016,0,0,1,7,7,26,,,,,,,,,,,,47,,5,Texas,
2015Landon Collins,CollLa00,2015,2,33,NYG,Landon Collins,No,SS,DB,5,21,2016,0,0,2,5,5,26,,,,,,,,,,,,146,6,3,Alabama,
2015Donovan Smith,SmitDo02,2015,2,34,TAM,Donovan Smith,No,T,T,8,22,2016,0,0,1,8,8,26,,,,,,,,,,,,,,,Penn St.,
2015Mario Edwards,EdwaMa01,2015,2,35,OAK,Mario Edwards,No,DT,DT,5,21,2015,0,0,1,5,5,14,,,,,,,,,,,,33,,2,Florida St.,
2015T.J. Yeldon,YeldT.00,2015,2,36,JAX,T.J. Yeldon,No,RB,RB,0,21,2016,0,0,2,7,7,22,,,,,,265,1041,3,70,496,2,,,,Alabama,
2015Devin Smith,SmitDe04,2015,2,37,NYJ,Devin Smith,No,WR,WR,1,23,2015,0,0,0,1,1,10,,,,,,,,,9,115,1,,,,Ohio St.,
2015Preston Smith,SmitPr00,2015,2,38,WAS,Preston Smith,No,DE,DE,3,22,2016,0,0,1,3,3,27,,,,,,,,,,,,37,1,11.5,Mississippi St.,
2015Eddie Goldman,GoldEd00,2015,2,39,CHI,Eddie Goldman,No,DT,DT,6,21,2016,0,0,1,6,6,18,,,,,,,,,,,,22,,6,Florida St.,
2015Dorial Green-Beckham,GreeDo00,2015,2,40,TEN,Dorial Green-Beckham,No,WR,WR,4,22,2016,0,0,0,4,4,26,,,,,,,,,55,797,6,,,,Oklahoma,
2015Devin Funchess,FuncDe00,2015,2,41,CAR,Devin Funchess,No,TE,TE,5,21,2016,0,0,0,5,5,26,,,,,,,,,47,739,8,,,,Michigan,
2015Jalen Collins,CollJa02,2015,2,42,ATL,Jalen Collins,No,CB,DB,1,22,2016,0,0,0,1,1,19,,,,,,,,,,,,19,,,LSU,
2015Benardrick McKinney,McKiBe00,2015,2,43,HOU,Benardrick McKinney,No,ILB,LB,6,22,2016,0,0,2,6,6,24,,,,,,,,,,,,88,,4,Mississippi St.,
2015Hau'oli Kikaha,KikaHa00,2015,2,44,NOR,Hau'oli Kikaha,No,OLB,LB,4,23,2015,0,0,1,4,4,15,,,,,,,,,,,,32,,4,Washington,
2015Eric Kendricks,KendEr00,2015,2,45,MIN,Eric Kendricks,No,ILB,LB,6,23,2016,0,0,1,6,6,24,,,,,,,,,,,,115,1,4,UCLA,
2015Jaquiski Tartt,TartJa00,2015,2,46,SFO,Jaquiski Tartt,No,SS,DB,3,23,2016,0,0,1,3,3,24,,,,,,,,,,,,62,1,2,Samford,
2015Eric Rowe,RoweEr00,2015,2,47,PHI,Eric Rowe,No,CB,DB,2,22,2016,0,0,0,2,2,20,,,,,,,,,,,,35,1,,Utah,
2015Denzel Perryman,PerrDe00,2015,2,48,SDG,Denzel Perryman,No,ILB,LB,5,21,2016,0,0,1,5,5,21,,,,,,,,,,,,83,1,3,Miami (FL),
2015Mitch Morse,MorsMi00,2015,2,49,KAN,Mitch Morse,No,G,G,8,23,2016,0,0,2,8,8,25,,,,,,,,,,,,,,,Missouri,
2015Ronald Darby,DarbRo00,2015,2,50,BUF,Ronald Darby,No,CB,DB,6,21,2016,0,0,1,6,6,24,,,,,,,,,,,,98,2,,Florida St.,
2015Nate Orchard,OrchNa00,2015,2,51,CLE,Nate Orchard,No,DE,DE,5,22,2016,0,0,1,5,5,18,,,,,,,,,,,,26,1,3,Utah,
2015Jordan Phillips,PhilJo01,2015,2,52,MIA,Jordan Phillips,No,NT,DT,3,23,2016,0,0,1,3,3,25,,,,,,,,,,,,21,1,2.5,Oklahoma,
2015Jake Fisher,FishJa00,2015,2,53,CIN,Jake Fisher,No,T,T,0,22,2016,0,0,0,0,0,23,,,,,,,,,1,31,0,,,,Oregon,
2015Ameer Abdullah,AbduAm00,2015,2,54,DET,Ameer Abdullah,No,RB,RB,5,22,2016,0,0,1,5,5,19,,,,,,161,698,2,30,240,2,,,,Nebraska,
2015Maxx Williams,WillMa04,2015,2,55,BAL,Maxx Williams,No,TE,TE,2,21,2016,0,0,0,2,2,18,,,,,,,,,32,268,1,,,,Minnesota,
2015Senquez Golson,GolsSe00,2015,2,56,PIT,Senquez Golson,No,CB,DB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,
2015Rob Havenstein,HaveRo00,2015,2,57,STL,Rob Havenstein,No,T,T,5,23,2016,0,0,2,5,5,23,,,,,,,,,,,,,,,Wisconsin,
2015Markus Golden,GoldMa00,2015,2,58,ARI,Markus Golden,No,DE,DE,4,24,2016,0,0,0,4,4,25,,,,,,,,,,,,45,,10,Missouri,
2015Ty Sambrailo,SambTy00,2015,2,59,DEN,Ty Sambrailo,No,T,T,1,23,2016,0,0,0,1,1,9,,,,,,,,,,,,,,,Colorado St.,
2015Randy Gregory,GregRa00,2015,2,60,DAL,Randy Gregory,No,OLB,LB,1,22,2015,0,0,0,1,1,12,,,,,,,,,,,,7,,,Nebraska,
2015Ali Marpet,MarpAl00,2015,2,61,TAM,Ali Marpet,No,C,C,6,22,2016,0,0,2,6,6,23,,,,,,,,,,,,,,,Hobart,
2015Quinten Rollins,RollQu00,2015,2,62,GNB,Quinten Rollins,No,CB,DB,3,23,2016,0,0,0,3,3,21,,,,,,,,,,,,39,2,1,Miami (OH),
2015Frank Clark,ClarFr01,2015,2,63,SEA,Frank Clark,No,DE,DE,2,22,2016,0,0,0,2,2,24,,,,,,,,,,,,31,,10.5,Michigan,
2015Jordan Richards,RichJo00,2015,2,64,NWE,Jordan Richards,No,SS,DB,2,22,2016,0,0,0,2,2,23,,,,,,,,,,,,16,,,Stanford,
2015D'Joun Smith,SmitDJ00,2015,3,65,IND,D'Joun Smith,No,CB,DB,0,23,2015,0,0,0,0,0,4,,,,,,,,,,,,,,,Florida Atlantic,
2015Jeremiah Poutasi,PoutJe00,2015,3,66,TEN,Jeremiah Poutasi,No,G,G,4,21,2015,0,0,0,4,4,11,,,,,,,,,,,,,,,Utah,
2015A.J. Cann,CannA.00,2015,3,67,JAX,A.J. Cann,No,G,G,0,23,2016,0,0,2,6,6,24,,,,,,,,,,,,,,,South Carolina,
2015Clive Walford,WalfCl00,2015,3,68,OAK,Clive Walford,No,TE,TE,3,23,2016,0,0,0,3,3,25,,,,,,,,,51,556,4,,,,Miami (FL),
2015Tyler Lockett,LockTy00,2015,3,69,SEA,Tyler Lockett,No,WR,WR,9,23,2016,1,1,0,9,9,26,,,,,,7,35,0,74,989,6,,,,Kansas St.,
2015Jaelen Strong,StroJa01,2015,3,70,HOU,Jaelen Strong,No,WR,WR,1,21,2016,0,0,0,1,1,18,,,,,,,,,28,292,3,,,,Arizona St.,
2015Hroniss Grasu,GrasHr00,2015,3,71,CHI,Hroniss Grasu,No,C,C,4,24,2015,0,0,1,4,4,8,,,,,,,,,,,,,,,Oregon,
2015Jamon Brown,BrowJa04,2015,3,72,STL,Jamon Brown,No,T,T,3,22,2016,0,0,0,3,3,14,,,,,,,,,,,,,,,Louisville,
2015Tevin Coleman,ColeTe01,2015,3,73,ATL,Tevin Coleman,No,RB,RB,3,22,2016,0,0,0,3,3,19,,,,,,146,626,6,21,344,1,,,,Indiana,
2015Owamagbe Odighizuwa,OdigOw00,2015,3,74,NYG,Owamagbe Odighizuwa,No,DE,DE,0,23,2016,0,0,0,0,0,14,,,,,,,,,,,,3,,,UCLA,
2015Garrett Grayson,GrayGa00,2015,3,75,NOR,Garrett Grayson,No,QB,QB,0,24,2015,0,0,0,0,0,1,,,,,,,,,,,,,,,Colorado St.,
2015Chris Conley,ConlCh00,2015,3,76,KAN,Chris Conley,No,WR,WR,2,22,2016,0,0,0,2,2,26,,,,,,,,,48,553,1,,,,Georgia,
2015Duke Johnson,JohnDu00,2015,3,77,CLE,Duke Johnson,No,RB,RB,5,22,2016,0,0,0,5,5,27,,,,,,155,636,1,103,918,2,,,,Miami (FL),
2015P.J. Williams,WillP.00,2015,3,78,NOR,P.J. Williams,No,CB,DB,0,22,2016,0,0,0,0,0,2,,,,,,,,,,,,5,,,Florida St.,
2015Eli Harold,HaroEl00,2015,3,79,SFO,Eli Harold,No,OLB,LB,2,21,2016,0,0,0,2,2,26,,,,,,,,,,,,24,,1,Virginia,
2015Alex Carter,CartAl01,2015,3,80,DET,Alex Carter,No,CB,DB,0,20,,0,0,0,,,,,,,,,,,,,,,,,,Stanford,
2015John Miller,MillJo04,2015,3,81,BUF,John Miller,No,G,G,5,22,2016,0,0,2,5,5,22,,,,,,,,,,,,,,,Louisville,
2015Lorenzo Mauldin,MaulLo00,2015,3,82,NYJ,Lorenzo Mauldin,No,OLB,LB,2,22,2016,0,0,0,2,2,25,,,,,,,,,,,,13,1,6.5,Louisville,
2015Craig Mager,MageCr00,2015,3,83,SDG,Craig Mager,No,CB,DB,1,23,2016,0,0,0,1,1,18,,,,,,,,,,,,21,1,,Texas St.,
2015Jordan Hicks,HickJo00,2015,3,84,PHI,Jordan Hicks,No,OLB,LB,4,23,2016,0,0,1,4,4,18,,,,,,,,,,,,77,4,2,Texas,
2015Tyler Kroft,KrofTy00,2015,3,85,CIN,Tyler Kroft,No,TE,TE,1,22,2016,0,0,0,1,1,26,,,,,,,,,21,221,1,,,,Rutgers,
2015David Johnson,JohnDa08,2015,3,86,ARI,David Johnson,No,RB,RB,9,23,2016,0,0,1,9,9,26,,,,,,322,1444,18,83,967,6,,,,Northern Iowa,
2015Sammie Coates,CoatSa00,2015,3,87,PIT,Sammie Coates,No,WR,WR,0,22,2016,0,0,0,0,0,18,,,,,,2,5,0,21,436,2,,,,Auburn,
2015Danielle Hunter,HuntDa01,2015,3,88,MIN,Danielle Hunter,No,DE,DE,3,20,2016,0,0,0,3,3,25,,,,,,,,,,,,42,,13.5,LSU,
2015Sean Mannion,MannSe00,2015,3,89,STL,Sean Mannion,No,QB,QB,0,23,2015,0,0,0,0,0,1,6,7,31,0,0,,,,,,,,,,Oregon St.,
2015Carl Davis,DaviCa01,2015,3,90,BAL,Carl Davis,No,DT,DT,2,23,2015,0,0,0,2,2,13,,,,,,,,,,,,4,,,Iowa,
2015Chaz Green,GreeCh02,2015,3,91,DAL,Chaz Green,No,T,T,0,23,2016,0,0,0,0,0,4,,,,,,,,,,,,,,,Florida,
2015Jeff Heuerman,HeueJe00,2015,3,92,DEN,Jeff Heuerman,No,TE,TE,0,22,2016,0,0,0,0,0,7,,,,,,,,,2,48,0,,,,Ohio St.,
2015Henry Anderson,AndeHe00,2015,3,93,IND,Henry Anderson,No,DE,DE,4,24,2016,0,0,1,4,4,15,,,,,,,,,,,,21,,1,Stanford,
2015Ty Montgomery,MontTy01,2015,3,94,GNB,Ty Montgomery,No,WR,WR,1,22,2016,0,0,0,1,1,15,,,,,,31,159,0,43,376,2,,,,Stanford,
2015Matt Jones,JoneMa04,2015,3,95,WAS,Matt Jones,No,RB,RB,6,22,2016,0,0,0,6,6,20,,,,,,243,950,6,27,377,1,,,,Florida,
2015Xavier Cooper,CoopXa00,2015,3,96,CLE,Xavier Cooper,No,DT,DT,1,23,2016,0,0,0,1,1,23,,,,,,,,,,,,20,,1.5,Washington St.,
2015Geneo Grissom,GrisGe00,2015,3,97,NWE,Geneo Grissom,No,DE,DE,1,23,2016,0,0,0,1,1,20,,,,,,,,,,,,3,,1,Oklahoma,
2015Steven Nelson,NelsSt01,2015,3,98,KAN,Steven Nelson,No,CB,DB,1,22,2016,0,0,0,1,1,22,,,,,,,,,,,,39,,,Oregon St.,
2015Paul Dawson,DawsPa00,2015,3,99,CIN,Paul Dawson,No,ILB,LB,1,22,2015,0,0,0,1,1,11,,,,,,,,,,,,3,,,TCU,
2015Angelo Blackson,BlacAn00,2015,4,100,TEN,Angelo Blackson,No,DT,DT,1,22,2016,0,0,0,1,1,27,,,,,,,,,,,,12,,2.5,Auburn,
2015Trey Flowers,FlowTr00,2015,4,101,NWE,Trey Flowers,No,DE,DE,0,22,2016,0,0,0,0,0,11,,,,,,,,,,,,14,,4,Arkansas,
2015Daryl Williams,WillDa06,2015,4,102,CAR,Daryl Williams,No,G,G,2,23,2016,0,0,0,2,2,20,,,,,,,,,,,,,,,Oklahoma,
2015Bryce Petty,PettBr01,2015,4,103,NYJ,Bryce Petty,No,QB,QB,0,24,2016,0,0,0,0,0,2,21,34,182,1,1,,,,,,,,,,Baylor,
2015James Sample,SampJa00,2015,4,104,JAX,James Sample,No,SS,DB,1,23,2015,0,0,0,1,1,4,,,,,,,,,,,,8,,,Louisville,
2015Jamison Crowder,CrowJa00,2015,4,105,WAS,Jamison Crowder,No,WR,WR,5,22,2016,0,0,0,5,5,27,0,1,0,0,0,4,0,0,114,1329,8,,,,Duke,
2015Jeremy Langford,LangJe00,2015,4,106,CHI,Jeremy Langford,No,RB,RB,6,23,2016,0,0,0,6,6,22,,,,,,187,677,9,35,357,1,,,,Michigan St.,
2015Justin Hardy,HardJu00,2015,4,107,ATL,Justin Hardy,No,WR,WR,2,23,2016,0,0,0,2,2,19,,,,,,,,,31,277,2,,,,East Carolina,
